"n","rho","method","variable","selection_rate","true_positive_rate","type_II_error","false_positive_rate","type_I_error","mean_beta_hat_uncond","bias_uncond","mean_beta_hat_selected","bias_selected","coverage_selected","coverage_uncond"
250,0.35,"AIC","X8",0.1769,NA,NA,0.1769,0.0631,0.00130483537267767,0.00130483537267767,0.00737611855668551,0.00737611855668551,0.643301300169587,0.1138
250,0.35,"AIC","X9",0.1801,NA,NA,0.1801,0.058,-0.000442731213237876,-0.000442731213237876,-0.00245825215567949,-0.00245825215567949,0.677956690727374,0.1221
250,0.35,"BIC","X1",0.4687,0.4687,0.5313,NA,NA,0.10820035542317,-0.0584663112434962,0.230852049121337,0.06418538245467,0.935993172605078,0.4387
250,0.35,"BIC","X10",0.0242,NA,NA,0.0242,0.0242,0.000970804857740837,0.000970804857740837,0.0401159032124313,0.0401159032124313,0,0
250,0.35,"BIC","X11",0.0232,NA,NA,0.0232,0.0232,0.000998170218732853,0.000998170218732853,0.0430245783936575,0.0430245783936575,0,0
250,0.35,"BIC","X12",0.025,NA,NA,0.025,0.025,0.00138596160199187,0.00138596160199187,0.0554384640796749,0.0554384640796749,0,0
250,0.35,"BIC","X13",0.0249,NA,NA,0.0249,0.0249,0.00112603638655027,0.00112603638655027,0.0452223448413762,0.0452223448413762,0,0
250,0.35,"BIC","X14",0.0244,NA,NA,0.0244,0.0244,0.00129195377441426,0.00129195377441426,0.0529489251809122,0.0529489251809122,0,0
250,0.35,"BIC","X15",0.0243,NA,NA,0.0243,0.0243,0.000855432169724503,0.000855432169724503,0.0352029699475104,0.0352029699475104,0,0
250,0.35,"BIC","X16",0.0269,NA,NA,0.0269,0.0269,0.000850194633377258,0.000850194633377258,0.0316057484526862,0.0316057484526862,0,0
250,0.35,"BIC","X17",0.025,NA,NA,0.025,0.025,0.00112340765215001,0.00112340765215001,0.0449363060860003,0.0449363060860003,0,0
250,0.35,"BIC","X18",0.0243,NA,NA,0.0243,0.0243,0.000912230191422864,0.000912230191422864,0.0375403370955911,0.0375403370955911,0,0
250,0.35,"BIC","X19",0.0242,NA,NA,0.0242,0.0242,0.000884052653208881,0.000884052653208881,0.0365311013722678,0.0365311013722678,0,0
250,0.35,"BIC","X2",0.9827,0.9827,0.0173,NA,NA,0.337025111235608,0.0036917779022751,0.342958289646493,0.00962495631315942,0.951256741630202,0.9348
250,0.35,"BIC","X20",0.0238,NA,NA,0.0238,0.0238,0.000310357775980239,0.000310357775980239,0.0130402426882453,0.0130402426882453,0,0
250,0.35,"BIC","X3",0.9999,0.9999,9.9999999999989e-05,NA,NA,0.507845006094533,0.00784500609453302,0.5078957956741,0.00789579567410043,0.936493649364937,0.9364
250,0.35,"BIC","X4",1,1,0,NA,NA,0.674668693161459,0.00800202649479211,0.674668693161459,0.00800202649479211,0.9383,0.9383
250,0.35,"BIC","X5",1,1,0,NA,NA,0.843004224785309,0.00967089145197604,0.843004224785309,0.00967089145197604,0.9368,0.9368
250,0.35,"BIC","X6",0.0267,NA,NA,0.0267,0.0267,0.000560742199811309,0.000560742199811309,0.0210015805172775,0.0210015805172775,0,0
250,0.35,"BIC","X7",0.0236,NA,NA,0.0236,0.0236,0.0010915579220409,0.0010915579220409,0.046252454323767,0.046252454323767,0,0
250,0.35,"BIC","X8",0.0257,NA,NA,0.0257,0.0257,0.00111091956851571,0.00111091956851571,0.0432264423546968,0.0432264423546968,0,0
250,0.35,"BIC","X9",0.0225,NA,NA,0.0225,0.0225,0.000998862128147938,0.000998862128147938,0.0443938723621306,0.0443938723621306,0,0
250,0.35,"Backward p-value","X1",0.8672,0.8672,0.1328,NA,NA,0.162095804984567,-0.00457086168210003,0.186918594308771,0.0202519276421048,0.962292435424354,0.8345
250,0.35,"Backward p-value","X10",0.3174,NA,NA,0.3174,0.06,-0.00016960891548052,-0.00016960891548052,-0.000534369613990297,-0.000534369613990297,0.810964083175803,0.2574
250,0.35,"Backward p-value","X11",0.3102,NA,NA,0.3102,0.0584,-0.000197879052447812,-0.000197879052447812,-0.000637907970495847,-0.000637907970495847,0.811734364925854,0.2518
250,0.35,"Backward p-value","X12",0.3161,NA,NA,0.3161,0.0611,0.00011669915583229,0.00011669915583229,0.000369184295578267,0.000369184295578267,0.806706738373932,0.255
250,0.35,"Backward p-value","X13",0.3167,NA,NA,0.3167,0.061,0.000958738924331422,0.000958738924331422,0.00302727794231583,0.00302727794231583,0.807388695926745,0.2557
250,0.35,"Backward p-value","X14",0.3064,NA,NA,0.3064,0.0617,-0.000702649842326245,-0.000702649842326245,-0.00229324361072534,-0.00229324361072534,0.798629242819843,0.2447
250,0.35,"Backward p-value","X15",0.3191,NA,NA,0.3191,0.0638,-0.000260540588185913,-0.000260540588185913,-0.000816485704123826,-0.000816485704123826,0.800062676277029,0.2553
250,0.35,"Backward p-value","X16",0.3157,NA,NA,0.3157,0.0656,0.000165524298657534,0.000165524298657534,0.000524308833251612,0.000524308833251612,0.792207792207792,0.2501
250,0.35,"Backward p-value","X17",0.3048,NA,NA,0.3048,0.0618,0.00103429878631722,0.00103429878631722,0.0033933687215132,0.0033933687215132,0.797244094488189,0.243
250,0.35,"Backward p-value","X18",0.3186,NA,NA,0.3186,0.0615,0.000992342121800555,0.000992342121800555,0.00311469592529992,0.00311469592529992,0.806967984934087,0.2571
250,0.35,"Backward p-value","X19",0.3163,NA,NA,0.3163,0.0601,0.000298988905565009,0.000298988905565009,0.000945270014432528,0.000945270014432528,0.809990515333544,0.2562
250,0.35,"Backward p-value","X2",0.999,0.999,0.001,NA,NA,0.332456069136559,-0.000877264196774014,0.332788857994554,-0.00054447533877946,0.936836836836837,0.9359
250,0.35,"Backward p-value","X20",0.3182,NA,NA,0.3182,0.0624,4.56578294851468e-05,4.56578294851468e-05,0.00014348783621982,0.00014348783621982,0.80389692017599,0.2558
250,0.35,"Backward p-value","X3",1,1,0,NA,NA,0.500245533267728,0.000245533267728265,0.500245533267728,0.000245533267728265,0.9405,0.9405
250,0.35,"Backward p-value","X4",1,1,0,NA,NA,0.666663828358567,-2.83830809977328e-06,0.666663828358567,-2.83830809977328e-06,0.9378,0.9378
250,0.35,"Backward p-value","X5",1,1,0,NA,NA,0.835246953365577,0.00191362003224323,0.835246953365577,0.00191362003224323,0.9407,0.9407
250,0.35,"Backward p-value","X6",0.3161,NA,NA,0.3161,0.0629,-0.000978465082775724,-0.000978465082775724,-0.00309542892368151,-0.00309542892368151,0.801012337867763,0.2532
250,0.35,"Backward p-value","X7",0.3172,NA,NA,0.3172,0.0612,0.000481520866529122,0.000481520866529122,0.00151803551869206,0.00151803551869206,0.807061790668348,0.256
250,0.35,"Backward p-value","X8",0.308,NA,NA,0.308,0.0611,0.00140875294506455,0.00140875294506455,0.00457387319826152,0.00457387319826152,0.801623376623377,0.2469
250,0.35,"Backward p-value","X9",0.3213,NA,NA,0.3213,0.059,-0.00061372131082828,-0.00061372131082828,-0.00191011923693831,-0.00191011923693831,0.816370992841581,0.2623
250,0.35,"Elastic Net lambda.1se","X1",0.9184,0.9184,0.0816,NA,NA,0.133046344979195,-0.033620321687472,0.144867535909402,-0.0217991307572649,0.981380662020906,0.9013
250,0.35,"Elastic Net lambda.1se","X10",0.2435,NA,NA,0.2435,0.0097,0.015448826935427,0.015448826935427,0.0634448744781395,0.0634448744781395,0.960164271047228,0.2338
250,0.35,"Elastic Net lambda.1se","X11",0.2465,NA,NA,0.2465,0.0084,0.0151910040144732,0.0151910040144732,0.0616267911337655,0.0616267911337655,0.965922920892495,0.2381
250,0.35,"Elastic Net lambda.1se","X12",0.2493,NA,NA,0.2493,0.0105,0.0157685045984852,0.0157685045984852,0.0632511215342368,0.0632511215342368,0.957882069795427,0.2388
250,0.35,"Elastic Net lambda.1se","X13",0.2539,NA,NA,0.2539,0.0098,0.0161515097430037,0.0161515097430037,0.0636136657857569,0.0636136657857569,0.961402126821583,0.2441
250,0.35,"Elastic Net lambda.1se","X14",0.2383,NA,NA,0.2383,0.01,0.015222174832907,0.015222174832907,0.0638781990470289,0.0638781990470289,0.958036088963491,0.2283
250,0.35,"Elastic Net lambda.1se","X15",0.2469,NA,NA,0.2469,0.0104,0.0157531493668061,0.0157531493668061,0.0638037641425925,0.0638037641425925,0.95787768327258,0.2365
250,0.35,"Elastic Net lambda.1se","X16",0.2442,NA,NA,0.2442,0.0106,0.015772014323547,0.015772014323547,0.064586463241388,0.064586463241388,0.956592956592957,0.2336
250,0.35,"Elastic Net lambda.1se","X17",0.2488,NA,NA,0.2488,0.0105,0.0157378587554764,0.0157378587554764,0.0632550593065773,0.0632550593065773,0.957797427652733,0.2383
250,0.35,"Elastic Net lambda.1se","X18",0.2517,NA,NA,0.2517,0.0096,0.0161760792190237,0.0161760792190237,0.0642672992412544,0.0642672992412544,0.961859356376639,0.2421
250,0.35,"Elastic Net lambda.1se","X19",0.2466,NA,NA,0.2466,0.0089,0.0157092126898254,0.0157092126898254,0.0637032144761776,0.0637032144761776,0.963909164639092,0.2377
250,0.35,"Elastic Net lambda.1se","X2",0.9995,0.9995,0.000499999999999945,NA,NA,0.29722437584884,-0.0361089574844936,0.29737306238003,-0.0359602709533036,0.920360180090045,0.9199
250,0.35,"Elastic Net lambda.1se","X20",0.2492,NA,NA,0.2492,0.0089,0.0158752271896022,0.0158752271896022,0.0637047640032193,0.0637047640032193,0.964285714285714,0.2403
250,0.35,"Elastic Net lambda.1se","X3",1,1,0,NA,NA,0.465140531757106,-0.0348594682428944,0.465140531757106,-0.0348594682428944,0.9247,0.9247
250,0.35,"Elastic Net lambda.1se","X4",1,1,0,NA,NA,0.631755144632677,-0.03491152203399,0.631755144632677,-0.03491152203399,0.9254,0.9254
250,0.35,"Elastic Net lambda.1se","X5",1,1,0,NA,NA,0.799814261207114,-0.0335190721262191,0.799814261207114,-0.0335190721262191,0.9291,0.9291
250,0.35,"Elastic Net lambda.1se","X6",0.2418,NA,NA,0.2418,0.0093,0.0152895150186768,0.0152895150186768,0.0632320720375386,0.0632320720375386,0.961538461538462,0.2325
250,0.35,"Elastic Net lambda.1se","X7",0.2427,NA,NA,0.2427,0.0106,0.0158237590882901,0.0158237590882901,0.0651988425557893,0.0651988425557893,0.956324680675731,0.2321
250,0.35,"Elastic Net lambda.1se","X8",0.2501,NA,NA,0.2501,0.0111,0.0161737176409604,0.0161737176409604,0.0646690029626567,0.0646690029626567,0.95561775289884,0.239
250,0.35,"Elastic Net lambda.1se","X9",0.2432,NA,NA,0.2432,0.0099,0.0152603423748324,0.0152603423748324,0.0627481183175673,0.0627481183175673,0.959292763157895,0.2333
250,0.35,"Elastic Net lambda.min","X1",0.9581,0.9581,0.0419,NA,NA,0.146223045278593,-0.0204436213880739,0.15261772808537,-0.0140489385812969,0.969418641060432,0.9288
250,0.35,"Elastic Net lambda.min","X10",0.4222,NA,NA,0.4222,0.0493,0.00972944525105538,0.00972944525105538,0.0230446358385964,0.0230446358385964,0.88323069635244,0.3729
250,0.35,"Elastic Net lambda.min","X11",0.4232,NA,NA,0.4232,0.0493,0.00970017573780217,0.00970017573780217,0.0229210201743908,0.0229210201743908,0.883506616257089,0.3739
250,0.35,"Elastic Net lambda.min","X12",0.4198,NA,NA,0.4198,0.0478,0.0101074675806652,0.0101074675806652,0.0240768641750004,0.0240768641750004,0.886136255359695,0.372
250,0.35,"Elastic Net lambda.min","X13",0.4271,NA,NA,0.4271,0.0496,0.0106485175999565,0.0106485175999565,0.0249321414187697,0.0249321414187697,0.883867946616717,0.3775
250,0.35,"Elastic Net lambda.min","X14",0.4133,NA,NA,0.4133,0.0508,0.00950888158903549,0.00950888158903549,0.0230072141036426,0.0230072141036426,0.877086861843697,0.3625
250,0.35,"Elastic Net lambda.min","X15",0.4302,NA,NA,0.4302,0.0531,0.00915315267132036,0.00915315267132036,0.0212765055121347,0.0212765055121347,0.876569037656904,0.3771
250,0.35,"Elastic Net lambda.min","X16",0.4259,NA,NA,0.4259,0.0549,0.00939254802890323,0.00939254802890323,0.0220534116668308,0.0220534116668308,0.87109650152618,0.371
250,0.35,"Elastic Net lambda.min","X17",0.4222,NA,NA,0.4222,0.0496,0.0107390601975109,0.0107390601975109,0.0254359549917359,0.0254359549917359,0.88252013263856,0.3726
250,0.35,"Elastic Net lambda.min","X18",0.4292,NA,NA,0.4292,0.0481,0.0105514311287712,0.0105514311287712,0.0245839495078547,0.0245839495078547,0.887931034482759,0.3811
250,0.35,"Elastic Net lambda.min","X19",0.4313,NA,NA,0.4313,0.0481,0.010034302843906,0.010034302843906,0.0232652512031209,0.0232652512031209,0.888476698353814,0.3832
250,0.35,"Elastic Net lambda.min","X2",0.9997,0.9997,0.000299999999999967,NA,NA,0.309714324815583,-0.0236190085177503,0.309807266995682,-0.0235260663376516,0.927178153446034,0.9269
250,0.35,"Elastic Net lambda.min","X20",0.4209,NA,NA,0.4209,0.0508,0.0103622220065327,0.0103622220065327,0.0246192017261409,0.0246192017261409,0.879306248515087,0.3701
250,0.35,"Elastic Net lambda.min","X3",1,1,0,NA,NA,0.477345893625513,-0.0226541063744872,0.477345893625513,-0.0226541063744872,0.9322,0.9322
250,0.35,"Elastic Net lambda.min","X4",1,1,0,NA,NA,0.643959335879319,-0.0227073307873476,0.643959335879319,-0.0227073307873476,0.9322,0.9322
250,0.35,"Elastic Net lambda.min","X5",1,1,0,NA,NA,0.812216211829933,-0.0211171215034002,0.812216211829933,-0.0211171215034002,0.9349,0.9349
250,0.35,"Elastic Net lambda.min","X6",0.4292,NA,NA,0.4292,0.052,0.00844750147937236,0.00844750147937236,0.0196819698960213,0.0196819698960213,0.878844361602982,0.3772
250,0.35,"Elastic Net lambda.min","X7",0.4217,NA,NA,0.4217,0.0498,0.010572758382664,0.010572758382664,0.0250717533380696,0.0250717533380696,0.881906568650699,0.3719
250,0.35,"Elastic Net lambda.min","X8",0.4266,NA,NA,0.4266,0.0494,0.0114224875392798,0.0114224875392798,0.0267756388637594,0.0267756388637594,0.884200656352555,0.3772
250,0.35,"Elastic Net lambda.min","X9",0.4259,NA,NA,0.4259,0.0477,0.00912332766033666,0.00912332766033666,0.0214212905854348,0.0214212905854348,0.888001878375206,0.3782
250,0.35,"LASSO lambda.1se","X1",0.8049,0.8049,0.1951,NA,NA,0.133437586854896,-0.0332290798117707,0.165781571443528,-0.000885095223138267,0.98484283761958,0.7927
250,0.35,"LASSO lambda.1se","X10",0.1171,NA,NA,0.1171,0.0132,0.0115593081142914,0.0115593081142914,0.0987131350494565,0.0987131350494565,0.887275832621691,0.1039
250,0.35,"LASSO lambda.1se","X11",0.1175,NA,NA,0.1175,0.0117,0.0113541042259261,0.0113541042259261,0.0966306742632007,0.0966306742632007,0.900425531914894,0.1058
250,0.35,"LASSO lambda.1se","X12",0.1151,NA,NA,0.1151,0.0133,0.0114139612830593,0.0114139612830593,0.0991656062820093,0.0991656062820093,0.884448305821025,0.1018
250,0.35,"LASSO lambda.1se","X13",0.1257,NA,NA,0.1257,0.0132,0.0122403266879709,0.0122403266879709,0.0973773006202936,0.0973773006202936,0.894988066825776,0.1125
250,0.35,"LASSO lambda.1se","X14",0.113,NA,NA,0.113,0.0138,0.0113261489187392,0.0113261489187392,0.100231406360524,0.100231406360524,0.87787610619469,0.0992
250,0.35,"LASSO lambda.1se","X15",0.1173,NA,NA,0.1173,0.0139,0.0115765407644476,0.0115765407644476,0.0986917371223158,0.0986917371223158,0.88150042625746,0.1034
250,0.35,"LASSO lambda.1se","X16",0.1204,NA,NA,0.1204,0.0144,0.0120122269446164,0.0120122269446164,0.0997693267825281,0.0997693267825281,0.880398671096346,0.106
250,0.35,"LASSO lambda.1se","X17",0.1172,NA,NA,0.1172,0.0136,0.0116256151120844,0.0116256151120844,0.0991946681918468,0.0991946681918468,0.883959044368601,0.1036
250,0.35,"LASSO lambda.1se","X18",0.1242,NA,NA,0.1242,0.0127,0.0122875827708792,0.0122875827708792,0.0989338387349368,0.0989338387349368,0.897745571658615,0.1115
250,0.35,"LASSO lambda.1se","X19",0.1201,NA,NA,0.1201,0.0122,0.0118288152726227,0.0118288152726227,0.0984913844514797,0.0984913844514797,0.89841798501249,0.1079
250,0.35,"LASSO lambda.1se","X2",0.998,0.998,0.002,NA,NA,0.306618264148025,-0.0267150691853088,0.307232729607239,-0.0261006037260943,0.927354709418838,0.9255
250,0.35,"LASSO lambda.1se","X20",0.1206,NA,NA,0.1206,0.0116,0.0118865037921496,0.0118865037921496,0.0985613913113563,0.0985613913113563,0.903814262023217,0.109
250,0.35,"LASSO lambda.1se","X3",1,1,0,NA,NA,0.474940175410413,-0.0250598245895873,0.474940175410413,-0.0250598245895873,0.9302,0.9302
250,0.35,"LASSO lambda.1se","X4",1,1,0,NA,NA,0.641580698386317,-0.0250859682803495,0.641580698386317,-0.0250859682803495,0.9273,0.9273
250,0.35,"LASSO lambda.1se","X5",1,1,0,NA,NA,0.809878769756338,-0.0234545635769957,0.809878769756338,-0.0234545635769957,0.931,0.931
250,0.35,"LASSO lambda.1se","X6",0.1155,NA,NA,0.1155,0.0122,0.0113909178841528,0.0113909178841528,0.0986226656636605,0.0986226656636605,0.894372294372294,0.1033
250,0.35,"LASSO lambda.1se","X7",0.1245,NA,NA,0.1245,0.0143,0.0121748106848495,0.0121748106848495,0.0977896440550158,0.0977896440550158,0.885140562248996,0.1102
250,0.35,"LASSO lambda.1se","X8",0.1199,NA,NA,0.1199,0.0144,0.0120013296280669,0.0120013296280669,0.100094492310817,0.100094492310817,0.879899916597164,0.1055
250,0.35,"LASSO lambda.1se","X9",0.112,NA,NA,0.112,0.0124,0.0110040129888302,0.0110040129888302,0.0982501159716978,0.0982501159716978,0.889285714285714,0.0996
250,0.35,"LASSO lambda.min","X1",0.9408,0.9408,0.0592,NA,NA,0.144177442311448,-0.0224892243552188,0.153249832388869,-0.0134168342777977,0.975340136054422,0.9176
250,0.35,"LASSO lambda.min","X10",0.3474,NA,NA,0.3474,0.0439,0.0108838827276777,0.0108838827276777,0.0313295415304481,0.0313295415304481,0.873632700057571,0.3035
250,0.35,"LASSO lambda.min","X11",0.3558,NA,NA,0.3558,0.0442,0.0102841676726822,0.0102841676726822,0.0289043498389045,0.0289043498389045,0.875772906127038,0.3116
250,0.35,"LASSO lambda.min","X12",0.3519,NA,NA,0.3519,0.0438,0.0109357233208536,0.0109357233208536,0.0310762242706837,0.0310762242706837,0.875532821824382,0.3081
250,0.35,"LASSO lambda.min","X13",0.3567,NA,NA,0.3567,0.0445,0.0113024311898423,0.0113024311898423,0.031686098093194,0.031686098093194,0.87524530417718,0.3122
250,0.35,"LASSO lambda.min","X14",0.3435,NA,NA,0.3435,0.0452,0.010361521664117,0.010361521664117,0.0301645463293073,0.0301645463293073,0.868413391557496,0.2983
250,0.35,"LASSO lambda.min","X15",0.357,NA,NA,0.357,0.0475,0.0103316493424194,0.0103316493424194,0.0289401942364689,0.0289401942364689,0.866946778711485,0.3095
250,0.35,"LASSO lambda.min","X16",0.3556,NA,NA,0.3556,0.0491,0.0104030511533604,0.0104030511533604,0.0292549245032631,0.0292549245032631,0.861923509561305,0.3065
250,0.35,"LASSO lambda.min","X17",0.3511,NA,NA,0.3511,0.0451,0.0114052592275922,0.0114052592275922,0.0324843612292572,0.0324843612292572,0.871546567929365,0.306
250,0.35,"LASSO lambda.min","X18",0.3552,NA,NA,0.3552,0.0449,0.0111647208086096,0.0111647208086096,0.0314322094836981,0.0314322094836981,0.873592342342342,0.3103
250,0.35,"LASSO lambda.min","X19",0.359,NA,NA,0.359,0.0436,0.0107523386479132,0.0107523386479132,0.0299508040331845,0.0299508040331845,0.878551532033426,0.3154
250,0.35,"LASSO lambda.min","X2",0.9996,0.9996,0.000399999999999956,NA,NA,0.307998172356528,-0.0253351609768056,0.308121420924898,-0.0252119124084356,0.92547018807523,0.9251
250,0.35,"LASSO lambda.min","X20",0.355,NA,NA,0.355,0.0462,0.0111899442243596,0.0111899442243596,0.0315209696460835,0.0315209696460835,0.869859154929577,0.3088
250,0.35,"LASSO lambda.min","X3",1,1,0,NA,NA,0.475701821606646,-0.0242981783933542,0.475701821606646,-0.0242981783933542,0.9302,0.9302
250,0.35,"LASSO lambda.min","X4",1,1,0,NA,NA,0.642327086316046,-0.0243395803506203,0.642327086316046,-0.0243395803506203,0.9276,0.9276
250,0.35,"LASSO lambda.min","X5",1,1,0,NA,NA,0.810836136409534,-0.0224971969237995,0.810836136409534,-0.0224971969237995,0.9334,0.9334
250,0.35,"LASSO lambda.min","X6",0.3523,NA,NA,0.3523,0.0475,0.00964199696924438,0.00964199696924438,0.0273687112382753,0.0273687112382753,0.865171728640363,0.3048
250,0.35,"LASSO lambda.min","X7",0.3526,NA,NA,0.3526,0.0466,0.0109601969630156,0.0109601969630156,0.0310839392031071,0.0310839392031071,0.867838910947249,0.306
250,0.35,"LASSO lambda.min","X8",0.3545,NA,NA,0.3545,0.0464,0.0117776674713022,0.0117776674713022,0.0332233214987367,0.0332233214987367,0.869111424541608,0.3081
250,0.35,"LASSO lambda.min","X9",0.3535,NA,NA,0.3535,0.0454,0.0100713360178449,0.0100713360178449,0.0284903423418527,0.0284903423418527,0.871570014144272,0.3081
250,0.7,"AIC","X1",0.5577,0.5577,0.4423,NA,NA,0.139530992519924,-0.0271356741467428,0.250190052931547,0.0835233862648805,0.931325085171239,0.5194
250,0.7,"AIC","X10",0.1829,NA,NA,0.1829,0.0648,0.00157980297770405,0.00157980297770405,0.008637523114839,0.008637523114839,0.645708037178786,0.1181
250,0.7,"AIC","X11",0.1715,NA,NA,0.1715,0.0637,0.00308182558610415,0.00308182558610415,0.0179698284904032,0.0179698284904032,0.628571428571429,0.1078
250,0.7,"AIC","X12",0.1861,NA,NA,0.1861,0.0653,0.00310168040517819,0.00310168040517819,0.0166667404899419,0.0166667404899419,0.649113379903278,0.1208
250,0.7,"AIC","X13",0.1884,NA,NA,0.1884,0.0655,0.00241407962885339,0.00241407962885339,0.0128135861404108,0.0128135861404108,0.652335456475584,0.1229
250,0.7,"AIC","X14",0.1865,NA,NA,0.1865,0.0672,0.00132002361257688,0.00132002361257688,0.00707787459826746,0.00707787459826746,0.639678284182306,0.1193
250,0.7,"AIC","X15",0.1757,NA,NA,0.1757,0.0654,-3.26040195718129e-05,-3.26040195718129e-05,-0.000185566417597114,-0.000185566417597114,0.627774615822425,0.1103
250,0.7,"AIC","X16",0.183,NA,NA,0.183,0.0671,0.00147149243027564,0.00147149243027564,0.00804094224194339,0.00804094224194339,0.633333333333333,0.1159
250,0.7,"AIC","X17",0.1873,NA,NA,0.1873,0.0684,0.00163005722550609,0.00163005722550609,0.00870292165246178,0.00870292165246178,0.634810464495462,0.1189
250,0.7,"AIC","X18",0.1792,NA,NA,0.1792,0.064,0.000833490277690493,0.000833490277690493,0.00465117342461212,0.00465117342461212,0.642857142857143,0.1152
250,0.7,"AIC","X19",0.1814,NA,NA,0.1814,0.0662,0.00190807037408178,0.00190807037408178,0.010518579790969,0.010518579790969,0.635060639470783,0.1152
250,0.7,"AIC","X2",0.9386,0.9386,0.0614,NA,NA,0.327473645014741,-0.00585968831859246,0.348895850218134,0.015562516884801,0.964308544640955,0.9051
250,0.7,"AIC","X20",0.1806,NA,NA,0.1806,0.0656,0.0010025605071543,0.0010025605071543,0.00555127634083223,0.00555127634083223,0.636766334440753,0.115
250,0.7,"AIC","X3",0.9976,0.9976,0.00239999999999996,NA,NA,0.500864203401138,0.000864203401138418,0.502069169407717,0.00206916940771694,0.93364073777065,0.9314
250,0.7,"AIC","X4",1,1,0,NA,NA,0.6690574502419,0.00239078357523358,0.6690574502419,0.00239078357523358,0.9296,0.9296
250,0.7,"AIC","X5",1,1,0,NA,NA,0.834848836209795,0.00151550287646117,0.834848836209795,0.00151550287646117,0.9328,0.9328
250,0.7,"AIC","X6",0.1795,NA,NA,0.1795,0.0629,0.00193191961017302,0.00193191961017302,0.0107627833435823,0.0107627833435823,0.64958217270195,0.1166
250,0.7,"AIC","X7",0.1837,NA,NA,0.1837,0.0641,0.00185328790024428,0.00185328790024428,0.0100886657607201,0.0100886657607201,0.651061513336962,0.1196
250,0.7,"AIC","X8",0.179,NA,NA,0.179,0.0645,0.0029219426731678,0.0029219426731678,0.0163237020847363,0.0163237020847363,0.639664804469274,0.1145
250,0.7,"AIC","X9",0.182,NA,NA,0.182,0.0639,0.00235817378101616,0.00235817378101616,0.0129569987967921,0.0129569987967921,0.648901098901099,0.1181
250,0.7,"BIC","X1",0.2547,0.2547,0.7453,NA,NA,0.0807502291768364,-0.0859164374898302,0.317040554286755,0.150373887620088,0.833922261484099,0.2124
250,0.7,"BIC","X10",0.0266,NA,NA,0.0266,0.0266,0.00298280169499344,0.00298280169499344,0.112135402067423,0.112135402067423,0,0
250,0.7,"BIC","X11",0.027,NA,NA,0.027,0.027,0.00307723038825553,0.00307723038825553,0.113971495861316,0.113971495861316,0,0
250,0.7,"BIC","X12",0.0289,NA,NA,0.0289,0.0289,0.00402779501504237,0.00402779501504237,0.139370069724649,0.139370069724649,0,0
250,0.7,"BIC","X13",0.0278,NA,NA,0.0278,0.0278,0.00336059349065171,0.00336059349065171,0.120884657937112,0.120884657937112,0,0
250,0.7,"BIC","X14",0.0274,NA,NA,0.0274,0.0274,0.00288389660271643,0.00288389660271643,0.105251700829067,0.105251700829067,0,0
250,0.7,"BIC","X15",0.0282,NA,NA,0.0282,0.0282,0.00322390261878394,0.00322390261878394,0.11432278790014,0.11432278790014,0,0
250,0.7,"BIC","X16",0.0279,NA,NA,0.0279,0.0279,0.0025881875514333,0.0025881875514333,0.0927665789044193,0.0927665789044193,0,0
250,0.7,"BIC","X17",0.0298,NA,NA,0.0298,0.0298,0.00319384252955379,0.00319384252955379,0.10717592381053,0.10717592381053,0,0
250,0.7,"BIC","X18",0.0257,NA,NA,0.0257,0.0257,0.00238313424595138,0.00238313424595138,0.0927289589864352,0.0927289589864352,0,0
250,0.7,"BIC","X19",0.0294,NA,NA,0.0294,0.0294,0.00276724927339569,0.00276724927339569,0.0941241249454316,0.0941241249454316,0,0
250,0.7,"BIC","X2",0.7991,0.7991,0.2009,NA,NA,0.308463867963604,-0.0248694653697298,0.386014100817925,0.0526807674845912,0.946314603929421,0.7562
250,0.7,"BIC","X20",0.0302,NA,NA,0.0302,0.0302,0.00283245601608255,0.00283245601608255,0.0937899343073693,0.0937899343073693,0,0
250,0.7,"BIC","X3",0.9876,0.9876,0.0124,NA,NA,0.516409792587335,0.0164097925873354,0.522893674146755,0.0228936741467552,0.930032401782098,0.9185
250,0.7,"BIC","X4",0.9999,0.9999,9.9999999999989e-05,NA,NA,0.687221722898512,0.0205550562318453,0.687290451943706,0.0206237852770396,0.917391739173917,0.9173
250,0.7,"BIC","X5",1,1,0,NA,NA,0.853425437446814,0.0200921041134805,0.853425437446814,0.0200921041134805,0.9215,0.9215
250,0.7,"BIC","X6",0.0257,NA,NA,0.0257,0.0257,0.00282613715771006,0.00282613715771006,0.109966426370041,0.109966426370041,0,0
250,0.7,"BIC","X7",0.0289,NA,NA,0.0289,0.0289,0.00213193711757927,0.00213193711757927,0.0737694504352688,0.0737694504352688,0,0
250,0.7,"BIC","X8",0.0299,NA,NA,0.0299,0.0299,0.00371963334845716,0.00371963334845716,0.124402453125658,0.124402453125658,0,0
250,0.7,"BIC","X9",0.0259,NA,NA,0.0259,0.0259,0.00294650605246242,0.00294650605246242,0.113764712450287,0.113764712450287,0,0
250,0.7,"Backward p-value","X1",0.6829,0.6829,0.3171,NA,NA,0.155553052134414,-0.0111136145322526,0.227783060674204,0.0611163940075375,0.937472543564212,0.6402
250,0.7,"Backward p-value","X10",0.3152,NA,NA,0.3152,0.0625,0.000251307780075737,0.000251307780075737,0.000797296256585461,0.000797296256585461,0.801713197969543,0.2527
